﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
10104,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,19,51,臺中市,豐原區,0,0,0,7,1,6,50,13,8,1,5,4,6,6,4,4,5,5,4,2,30,,,,,,,,,,,,,86,86,2,,,120.714645,24.253819,3
10105,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,19,52,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,,1,12,4,120.733574,24.160323,3
10106,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,19,54,臺中市,清水區,0,1,0,7,1,6,40,3,1,1,5,4,6,6,1,1,8,3,4,1,17,2,9,1,1,C03,7,6,1,10,2,14,,25,25,1,12,4,120.603469,24.311241,2
10107,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,19,56,臺中市,南屯區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,8,1,1,C03,7,5,1,10,2,12,,42,84,1,13,4,120.648777,24.142599,2
10108,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,25,臺中市,大安區,0,1,0,7,1,6,50,13,14,1,5,4,6,6,4,4,9,5,5,1,17,2,9,3,1,B03,7,9,1,8,2,1,,84,84,1,6,4,120.591132,24.34584,2
10109,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,29,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,48,48,1,6,4,120.676153,24.173555,2
10110,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,30,臺中市,神岡區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,6,1,F02,7,6,7,21,2,13,,14,14,1,12,4,120.709733,24.25906,2
10111,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,35,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,58,,1,12,4,120.549719,24.268184,3
10112,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,42,臺中市,霧峰區,0,2,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,4,1,13,2,9,1,1,C03,7,9,1,10,2,11,,58,58,1,13,4,120.683773,24.032827,2
10113,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,50,臺中市,大里區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,2,3,10,2,1,C03,7,9,1,10,2,11,,84,84,1,6,4,120.688693,24.087453,2
10114,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,50,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,,1,6,4,120.683215,24.258717,3
10115,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,51,臺中市,大甲區,0,1,0,7,1,6,60,13,14,1,5,4,6,6,4,4,1,4,4,1,17,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,6,4,120.618095,24.3406,2
10116,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,20,57,臺中市,西屯區,0,1,0,7,1,6,80,13,9,1,5,4,6,6,4,4,1,4,5,1,13,2,9,5,4,B03,7,9,1,8,2,1,,7,7,1,13,4,120.629067,24.163333,2
10117,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,0,臺中市,梧棲區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,15,,1,6,4,120.554016,24.252989,3
10118,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,2,臺中市,霧峰區,0,2,0,7,1,6,40,13,8,1,5,4,6,6,4,4,5,4,4,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.698988,24.067331,2
10119,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,5,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,,1,12,4,120.668708,24.155886,3
10120,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,7,臺中市,西區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,10,4,4,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.663284,24.140061,2
10121,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,8,臺中市,太平區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.71417,24.148987,2
10122,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,16,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,,1,13,4,120.64365,24.153961,3
10123,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,26,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,11,,1,12,4,120.655099,24.176111,3
10124,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,36,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,9,1,8,2,8,,21,21,1,12,4,120.662469,24.188557,2
10125,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,43,臺中市,北區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,17,3,10,3,1,B03,7,9,1,8,1,1,,59,59,1,12,4,120.669742,24.16273,2
10126,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,44,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,B03,,,3,,2,,,84,84,1,12,4,120.662469,24.188557,3
10127,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,45,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,59,59,1,13,4,120.678313,24.163112,3
10128,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,45,臺中市,大里區,0,1,0,7,1,6,40,13,9,1,5,4,6,6,4,4,5,5,5,2,13,2,7,2,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.704476,24.087887,2
10129,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,51,臺中市,南屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,6,3,19,2,11,,11,11,1,12,4,120.654577,24.136666,2
10130,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,53,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,1,,,120.671244,24.145772,3
10131,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,21,59,臺中市,北屯區,0,2,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,5,4,2,16,2,9,1,1,C03,7,4,1,10,1,12,,59,59,1,12,4,120.693306,24.174806,2
10132,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,22,9,臺中市,霧峰區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,12,,21,21,1,13,4,120.695763,24.061029,2
10133,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,22,21,臺中市,豐原區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,1,1,5,2,5,1,17,2,9,2,1,C03,7,6,1,10,2,11,,11,11,1,6,4,120.720962,24.269022,2
10134,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,22,21,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,28,,,,,B03,,,1,,1,,,87,87,1,6,4,120.715137,24.236881,3
10135,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,22,46,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,2,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.6602,24.149026,2
10136,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,22,48,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,47,,1,13,4,120.700537,24.211674,3
10137,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,1,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,6,1,8,2,2,,11,11,1,13,4,120.655125,24.152342,2
10138,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,9,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,84,84,1,12,4,120.680976,24.163174,3
10139,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,9,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,6,1,10,2,14,,84,84,1,12,4,120.654167,24.116536,2
10140,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,9,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,,1,13,4,120.652565,24.144797,3
10141,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,10,臺中市,北區,0,0,0,7,1,6,50,5,1,1,5,4,6,6,1,1,5,4,5,2,17,3,10,5,1,C03,7,9,1,10,2,11,,21,21,1,13,4,120.686497,24.155216,3
10142,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,20,臺中市,北屯區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,1,1,C03,7,9,2,19,2,11,,21,21,1,3,4,120.688422,24.178072,2
10143,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,26,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,,1,12,4,120.619984,24.183291,3
10144,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,37,臺中市,潭子區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,2,1,C03,7,1,1,10,2,14,,24,24,1,13,4,120.703197,24.207223,2
10145,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,37,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,1,12,,11,11,1,12,4,120.680137,24.189033,2
10146,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,40,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,1,8,,20,20,1,12,4,120.702667,24.183864,2
10147,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,42,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,6,4,120.694518,24.082354,3
10148,66000,387130000C,(04)23274275,(04)23288582,2024,11,25,23,43,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,,1,12,4,120.640446,24.150123,3
10149,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,0,1,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,84,84,1,12,4,120.65197,24.1654,3
10150,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,0,10,臺中市,中區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,2,,21,21,1,13,4,120.678328,24.144765,2
10151,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,0,14,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,1,4,4,2,17,3,10,1,1,C03,7,5,1,10,2,12,11,12,12,1,12,4,120.702359,24.185815,2
10152,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,0,40,臺中市,梧棲區,0,2,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,7,1,1,C03,7,9,1,10,2,14,,20,20,1,6,4,120.557911,24.242221,2
10153,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,1,5,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,59,,1,12,4,120.685161,24.168387,3
10154,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,1,15,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,58,,1,12,4,120.674395,24.176438,3
10155,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,2,36,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,24,,,,,,,,,,,,,109,,1,,5,120.702365,24.111216,3
10156,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,3,10,臺中市,西屯區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,1,2,17,2,9,3,1,B02,7,9,1,8,2,5,,59,59,1,12,4,120.637261,24.159856,2
10157,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,3,43,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B01,,,1,,2,,,78,,1,6,4,120.591521,24.182646,3
10158,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,3,46,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,50,,1,12,4,120.524797,24.211096,3
10159,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,5,42,臺中市,大里區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,11,11,1,12,4,120.6747,24.097984,2
10160,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,20,臺中市,西屯區,0,1,0,6,2,6,40,13,8,1,5,4,6,6,4,4,1,4,1,1,17,3,10,3,1,B03,7,7,1,8,2,16,,85,85,1,12,4,120.644712,24.165191,2
10161,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,21,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,1,1,1,6,4,120.664648,24.059994,3
10162,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,42,臺中市,潭子區,0,2,0,6,2,6,30,4,1,1,5,4,3,6,4,4,10,5,5,2,16,2,8,6,1,F01,7,6,7,21,2,13,,14,14,1,13,4,120.70979,24.204919,2
10163,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,45,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,F01,,,1,,2,,,59,,1,12,1,120.661562,24.173876,3
10164,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,52,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,,1,6,4,120.542084,24.218561,3
10165,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,58,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,,,,,,,,,85,,1,,,120.646154,24.120044,4
10166,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,6,58,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,12,3,10,5,1,B03,7,9,1,8,2,5,,42,42,1,12,4,120.655601,24.199887,2
10167,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,0,臺中市,大甲區,0,1,0,6,3,6,50,4,2,1,5,4,6,6,1,1,5,5,5,1,16,3,10,2,1,C03,7,1,1,10,2,14,,51,51,1,6,4,120.622669,24.342355,2
10168,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,2,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,16,,,,,C03,,,6,,9,,,38,,1,6,4,120.68946,24.096191,3
10169,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,9,臺中市,太平區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,1,1,10,2,14,,51,51,1,6,4,120.717776,24.148768,2
10170,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,10,臺中市,太平區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,5,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,7,,14,14,1,12,4,120.72057,24.122874,2
10171,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,15,臺中市,西屯區,0,1,0,7,2,6,30,4,2,1,5,4,6,6,2,1,5,2,5,2,9,3,10,3,1,A04,7,12,1,1,2,16,,84,84,1,12,4,120.656056,24.165493,2
10172,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,17,臺中市,沙鹿區,0,1,0,6,2,6,40,4,1,1,5,4,6,6,1,1,3,4,4,2,17,2,9,1,1,C03,7,9,1,10,2,11,,58,58,1,13,4,120.597591,24.249998,2
10173,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,21,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,84,84,1,13,4,120.685963,24.131179,3
10174,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,22,臺中市,西區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,14,3,10,3,1,B01,7,2,1,4,2,6,,49,49,1,6,4,120.667307,24.139682,2
10175,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,23,臺中市,大里區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,5,5,5,1,16,3,10,3,1,B03,7,1,1,8,5,8,,51,51,1,8,4,120.699485,24.104481,2
10176,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,30,臺中市,大里區,0,0,0,7,,,25,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,20,,1,13,4,120.696625,24.111246,3
10177,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,31,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,13,4,120.636817,24.15497,3
10178,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,32,臺中市,西屯區,0,1,0,7,2,6,50,8,9,1,5,4,6,6,4,4,10,4,5,1,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.652863,24.195981,2
10179,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,34,臺中市,神岡區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,1,4,5,1,13,2,8,1,4,F03,7,9,7,21,2,11,,7,7,1,12,4,120.689541,24.247815,2
10180,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,35,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,43,43,1,6,4,120.666281,24.112907,3
10181,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,35,臺中市,南屯區,0,1,0,7,3,6,40,13,9,1,5,4,6,6,4,4,5,5,4,2,17,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,12,4,120.638688,24.148775,2
10182,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,36,臺中市,北屯區,0,2,0,6,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.685498,24.172177,2
10183,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,36,臺中市,龍井區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,4,5,1,13,2,8,5,4,C03,7,9,1,10,2,11,,7,7,1,6,4,120.596314,24.18811,2
10184,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,36,臺中市,沙鹿區,0,1,0,7,2,6,50,4,1,1,5,4,5,6,2,1,10,5,5,2,18,2,9,2,1,C03,7,5,1,10,2,12,,84,84,1,12,4,120.561301,24.242652,2
10185,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,37,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,59,59,1,13,4,120.684858,24.164526,3
10186,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,6,4,120.719454,24.177077,3
10187,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,41,臺中市,東區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,15,1,10,2,12,,21,21,1,12,4,120.701486,24.125239,2
10188,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,42,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,119,119,1,,,120.659331,24.14781,3
10189,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,42,臺中市,太平區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.733125,24.142541,2
10190,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,44,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,4,4,2,17,3,10,3,1,B03,7,11,1,8,2,5,,45,45,1,12,4,120.635989,24.169183,2
10191,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,44,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,,1,6,4,120.577854,24.167625,3
10192,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,45,臺中市,清水區,0,2,0,7,3,6,50,13,7,1,5,4,6,6,4,4,9,5,5,2,17,2,9,2,1,C03,7,6,1,10,2,12,,48,48,1,12,4,120.608453,24.270954,2
10193,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,47,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,7,,1,12,4,120.670113,24.111061,3
10194,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,48,臺中市,東勢區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,41,,1,13,4,120.83164,24.258333,3
10195,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,49,臺中市,大里區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,6,3,5,2,17,3,10,2,1,C03,7,6,1,10,2,14,,11,11,1,6,2,120.687242,24.095523,2
10196,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,50,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.659524,24.126111,3
10197,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,50,臺中市,西屯區,0,1,0,7,2,6,50,4,4,1,5,4,6,6,2,1,5,2,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,12,59,59,1,12,4,120.608885,24.155258,2
10198,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,52,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,C03,,,1,,2,,,84,,1,12,4,120.697074,24.069685,3
10199,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,52,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B02,,,1,,1,,,51,,1,12,4,120.707337,24.159083,3
10200,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,53,臺中市,清水區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B12,,,1,,11,,,78,,1,12,4,120.588707,24.292976,3
10201,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,57,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A12,,,1,,1,,,40,40,1,11,4,120.718842,24.182157,3
10202,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,57,臺中市,大里區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,16,3,10,1,1,C03,7,5,1,10,2,12,,84,84,1,6,4,120.684668,24.096805,2
10203,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,57,臺中市,霧峰區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,11,1,10,2,14,,39,39,1,12,4,120.687161,24.08744,2
10204,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,58,臺中市,后里區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,8,,1,12,4,120.725841,24.309099,3
10205,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,59,臺中市,北區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,5,4,5,2,17,2,9,5,1,F01,7,6,7,21,2,14,,13,13,1,13,4,120.685547,24.159087,2
10206,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,7,59,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,8,,1,6,4,120.702772,24.089519,3
10207,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,4,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,,1,12,4,120.625171,24.181996,3
10208,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,4,臺中市,大里區,0,1,0,7,3,6,60,13,7,1,5,4,6,6,4,4,1,4,4,2,18,2,9,1,1,C03,7,12,1,8,2,12,,7,7,1,6,4,120.670279,24.103318,2
10209,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,5,臺中市,大里區,0,2,0,7,3,6,40,4,2,1,5,4,6,6,1,1,1,2,5,1,13,2,9,1,1,C03,7,9,2,19,2,11,,7,7,1,6,4,120.664096,24.086983,2
10210,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,5,臺中市,后里區,0,0,0,7,,,40,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,59,,1,6,4,120.717745,24.321438,3
10211,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,7,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,,1,12,4,120.651382,24.121519,3
10212,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,14,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,,1,12,4,120.696539,24.248626,3
10213,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,15,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,,,,,,84,,2,12,4,120.672786,24.126262,3
10214,66000,387130000C,(04)23274275,(04)23288582,2024,11,26,8,15,臺中市,北屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,11,11,1,12,4,120.7175,24.175504,2
